Period,CDID,Seasonal Adjustment,Account Type,BOP Service,Value,Unit,Measure Type
quarter/2008-Q3,IKBJ,SA,Current Account,Total trade,-7518,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-165,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,HBOM,SA,Current Account,"Primary income,Investment income",-3048,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,MT5X,SA,Current Account,"Primary income,Other primary income",110,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,HBOJ,SA,Current Account,"Primary income,Total",-3103,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,FNSV,SA,Current Account,"Secondary income,General government",-2785,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,FNTC,SA,Current Account,"Secondary income,Other sectors",-740,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,IKBP,SA,Current Account,"Secondary income,Total",-3525,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,HBOP,SA,Current Account,Current balance,-14146,gbp-million,summary-of-balance-of-payments
quarter/2008-Q3,FNVQ,SA,Current Account,Capital balance,-82,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,BOKI,SA,Current Account,Trade in goods,-22494,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,IKBD,SA,Current Account,Trade in services,17665,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,IKBJ,SA,Current Account,Total trade,-4829,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-216,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,HBOM,SA,Current Account,"Primary income,Investment income",-9811,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,MT5X,SA,Current Account,"Primary income,Other primary income",90,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,HBOJ,SA,Current Account,"Primary income,Total",-9937,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,FNSV,SA,Current Account,"Secondary income,General government",-2013,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,FNTC,SA,Current Account,"Secondary income,Other sectors",-382,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,IKBP,SA,Current Account,"Secondary income,Total",-2395,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,HBOP,SA,Current Account,Current balance,-17161,gbp-million,summary-of-balance-of-payments
quarter/2008-Q4,FNVQ,SA,Current Account,Capital balance,-75,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,BOKI,SA,Current Account,Trade in goods,-22670,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,IKBD,SA,Current Account,Trade in services,17585,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,IKBJ,SA,Current Account,Total trade,-5085,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-25,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,HBOM,SA,Current Account,"Primary income,Investment income",-6491,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,MT5X,SA,Current Account,"Primary income,Other primary income",110,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,HBOJ,SA,Current Account,"Primary income,Total",-6406,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,FNSV,SA,Current Account,"Secondary income,General government",-3159,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,FNTC,SA,Current Account,"Secondary income,Other sectors",-570,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,IKBP,SA,Current Account,"Secondary income,Total",-3729,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,HBOP,SA,Current Account,Current balance,-15220,gbp-million,summary-of-balance-of-payments
quarter/2009-Q1,FNVQ,SA,Current Account,Capital balance,106,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,BOKI,SA,Current Account,Trade in goods,-22222,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,IKBD,SA,Current Account,Trade in services,16592,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,IKBJ,SA,Current Account,Total trade,-5630,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-41,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,HBOM,SA,Current Account,"Primary income,Investment income",-5764,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,MT5X,SA,Current Account,"Primary income,Other primary income",225,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,HBOJ,SA,Current Account,"Primary income,Total",-5580,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,FNSV,SA,Current Account,"Secondary income,General government",-3779,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,FNTC,SA,Current Account,"Secondary income,Other sectors",-608,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,IKBP,SA,Current Account,"Secondary income,Total",-4387,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,HBOP,SA,Current Account,Current balance,-15597,gbp-million,summary-of-balance-of-payments
quarter/2009-Q2,FNVQ,SA,Current Account,Capital balance,-153,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,BOKI,SA,Current Account,Trade in goods,-21941,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,IKBD,SA,Current Account,Trade in services,16305,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,IKBJ,SA,Current Account,Total trade,-5636,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-95,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,HBOM,SA,Current Account,"Primary income,Investment income",739,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,MT5X,SA,Current Account,"Primary income,Other primary income",216,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,HBOJ,SA,Current Account,"Primary income,Total",860,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,FNSV,SA,Current Account,"Secondary income,General government",-3194,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,FNTC,SA,Current Account,"Secondary income,Other sectors",-583,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,IKBP,SA,Current Account,"Secondary income,Total",-3777,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,HBOP,SA,Current Account,Current balance,-8553,gbp-million,summary-of-balance-of-payments
quarter/2009-Q3,FNVQ,SA,Current Account,Capital balance,114,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,BOKI,SA,Current Account,Trade in goods,-21378,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,IKBD,SA,Current Account,Trade in services,14776,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,IKBJ,SA,Current Account,Total trade,-6602,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-98,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,HBOM,SA,Current Account,"Primary income,Investment income",-1094,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,MT5X,SA,Current Account,"Primary income,Other primary income",203,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,HBOJ,SA,Current Account,"Primary income,Total",-989,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,FNSV,SA,Current Account,"Secondary income,General government",-2842,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,FNTC,SA,Current Account,"Secondary income,Other sectors",-457,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,IKBP,SA,Current Account,"Secondary income,Total",-3299,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,HBOP,SA,Current Account,Current balance,-10890,gbp-million,summary-of-balance-of-payments
quarter/2009-Q4,FNVQ,SA,Current Account,Capital balance,-8,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,BOKI,SA,Current Account,Trade in goods,-22114,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,IKBD,SA,Current Account,Trade in services,15610,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,IKBJ,SA,Current Account,Total trade,-6504,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-40,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,HBOM,SA,Current Account,"Primary income,Investment income",153,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,MT5X,SA,Current Account,"Primary income,Other primary income",176,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,HBOJ,SA,Current Account,"Primary income,Total",289,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,FNSV,SA,Current Account,"Secondary income,General government",-3855,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,FNTC,SA,Current Account,"Secondary income,Other sectors",-678,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,IKBP,SA,Current Account,"Secondary income,Total",-4533,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,HBOP,SA,Current Account,Current balance,-10748,gbp-million,summary-of-balance-of-payments
quarter/2010-Q1,FNVQ,SA,Current Account,Capital balance,289,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,BOKI,SA,Current Account,Trade in goods,-23246,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,IKBD,SA,Current Account,Trade in services,17317,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,IKBJ,SA,Current Account,Total trade,-5929,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-96,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,HBOM,SA,Current Account,"Primary income,Investment income",763,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,MT5X,SA,Current Account,"Primary income,Other primary income",-10,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,HBOJ,SA,Current Account,"Primary income,Total",657,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,FNSV,SA,Current Account,"Secondary income,General government",-3523,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,FNTC,SA,Current Account,"Secondary income,Other sectors",-760,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,IKBP,SA,Current Account,"Secondary income,Total",-4283,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,HBOP,SA,Current Account,Current balance,-9555,gbp-million,summary-of-balance-of-payments
quarter/2010-Q2,FNVQ,SA,Current Account,Capital balance,-141,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,BOKI,SA,Current Account,Trade in goods,-26126,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,IKBD,SA,Current Account,Trade in services,16959,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,IKBJ,SA,Current Account,Total trade,-9167,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-88,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,HBOM,SA,Current Account,"Primary income,Investment income",-525,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,MT5X,SA,Current Account,"Primary income,Other primary income",-24,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,HBOJ,SA,Current Account,"Primary income,Total",-637,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,FNSV,SA,Current Account,"Secondary income,General government",-4102,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,FNTC,SA,Current Account,"Secondary income,Other sectors",-805,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,IKBP,SA,Current Account,"Secondary income,Total",-4907,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,HBOP,SA,Current Account,Current balance,-14711,gbp-million,summary-of-balance-of-payments
quarter/2010-Q3,FNVQ,SA,Current Account,Capital balance,-650,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,BOKI,SA,Current Account,Trade in goods,-26718,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,IKBD,SA,Current Account,Trade in services,18101,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,IKBJ,SA,Current Account,Total trade,-8617,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-165,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,HBOM,SA,Current Account,"Primary income,Investment income",548,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,MT5X,SA,Current Account,"Primary income,Other primary income",-27,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,HBOJ,SA,Current Account,"Primary income,Total",356,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,FNSV,SA,Current Account,"Secondary income,General government",-5565,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,FNTC,SA,Current Account,"Secondary income,Other sectors",-659,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,IKBP,SA,Current Account,"Secondary income,Total",-6224,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,HBOP,SA,Current Account,Current balance,-14485,gbp-million,summary-of-balance-of-payments
quarter/2010-Q4,FNVQ,SA,Current Account,Capital balance,-407,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,BOKI,SA,Current Account,Trade in goods,-20625,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,IKBD,SA,Current Account,Trade in services,19134,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,IKBJ,SA,Current Account,Total trade,-1491,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-48,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,HBOM,SA,Current Account,"Primary income,Investment income",1781,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,MT5X,SA,Current Account,"Primary income,Other primary income",-41,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,HBOJ,SA,Current Account,"Primary income,Total",1692,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,FNSV,SA,Current Account,"Secondary income,General government",-4860,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,FNTC,SA,Current Account,"Secondary income,Other sectors",-511,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,IKBP,SA,Current Account,"Secondary income,Total",-5371,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,HBOP,SA,Current Account,Current balance,-5170,gbp-million,summary-of-balance-of-payments
quarter/2011-Q1,FNVQ,SA,Current Account,Capital balance,-313,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,BOKI,SA,Current Account,Trade in goods,-27929,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,IKBD,SA,Current Account,Trade in services,22085,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,IKBJ,SA,Current Account,Total trade,-5844,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,IJAJ,SA,Current Account,"Primary income,Compensation of employees",-66,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,HBOM,SA,Current Account,"Primary income,Investment income",4559,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,MT5X,SA,Current Account,"Primary income,Other primary income",82,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,HBOJ,SA,Current Account,"Primary income,Total",4575,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,FNSV,SA,Current Account,"Secondary income,General government",-3630,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,FNTC,SA,Current Account,"Secondary income,Other sectors",-817,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,IKBP,SA,Current Account,"Secondary income,Total",-4447,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,HBOP,SA,Current Account,Current balance,-5716,gbp-million,summary-of-balance-of-payments
quarter/2011-Q2,FNVQ,SA,Current Account,Capital balance,26,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,BOKI,SA,Current Account,Trade in goods,-29216,gbp-million,summary-of-balance-of-payments
quarter/2011-Q3,IKBD,SA,Current Account,Trade in services,23814,gbp-million,summary-of-balance-of-payments
