Period,CDID,Seasonal Adjustment,Account Type,BOP Service,Value,Unit,Measure Type
quarter/2013-Q4,HBOK,SA,Credits,Primary income Investment income,36802,gbp-million,current-account
quarter/2013-Q4,MT5T,SA,Credits,Primary income Other primary income,616,gbp-million,current-account
quarter/2013-Q4,HBOH,SA,Credits,Primary income Total,37700,gbp-million,current-account
quarter/2013-Q4,FHDM,SA,Credits,Secondary income Central government,187,gbp-million,current-account
quarter/2013-Q4,FHIB,SA,Credits,Secondary income Other sectors,4167,gbp-million,current-account
quarter/2013-Q4,IKBN,SA,Credits,Secondary income Total,4354,gbp-million,current-account
quarter/2013-Q4,HBON,SA,Credits,Total credits,172642,gbp-million,current-account
quarter/2014-Q1,BOKG,SA,Credits,Exports of goods,72009,gbp-million,current-account
quarter/2014-Q1,IKBB,SA,Credits,Exports of services,57425,gbp-million,current-account
quarter/2014-Q1,IKBH,SA,Credits,Total exports,129434,gbp-million,current-account
quarter/2014-Q1,IJAH,SA,Credits,Primary income Compensation of employees,275,gbp-million,current-account
quarter/2014-Q1,HBOK,SA,Credits,Primary income Investment income,36559,gbp-million,current-account
quarter/2014-Q1,MT5T,SA,Credits,Primary income Other primary income,616,gbp-million,current-account
quarter/2014-Q1,HBOH,SA,Credits,Primary income Total,37450,gbp-million,current-account
quarter/2014-Q1,FHDM,SA,Credits,Secondary income Central government,152,gbp-million,current-account
quarter/2014-Q1,FHIB,SA,Credits,Secondary income Other sectors,3915,gbp-million,current-account
quarter/2014-Q1,IKBN,SA,Credits,Secondary income Total,4067,gbp-million,current-account
quarter/2014-Q1,HBON,SA,Credits,Total credits,170951,gbp-million,current-account
quarter/2014-Q2,BOKG,SA,Credits,Exports of goods,74230,gbp-million,current-account
quarter/2014-Q2,IKBB,SA,Credits,Exports of services,58406,gbp-million,current-account
quarter/2014-Q2,IKBH,SA,Credits,Total exports,132636,gbp-million,current-account
quarter/2014-Q2,IJAH,SA,Credits,Primary income Compensation of employees,266,gbp-million,current-account
quarter/2014-Q2,HBOK,SA,Credits,Primary income Investment income,36610,gbp-million,current-account
quarter/2014-Q2,MT5T,SA,Credits,Primary income Other primary income,564,gbp-million,current-account
quarter/2014-Q2,HBOH,SA,Credits,Primary income Total,37440,gbp-million,current-account
quarter/2014-Q2,FHDM,SA,Credits,Secondary income Central government,141,gbp-million,current-account
quarter/2014-Q2,FHIB,SA,Credits,Secondary income Other sectors,4229,gbp-million,current-account
quarter/2014-Q2,IKBN,SA,Credits,Secondary income Total,4370,gbp-million,current-account
quarter/2014-Q2,HBON,SA,Credits,Total credits,174446,gbp-million,current-account
quarter/2014-Q3,BOKG,SA,Credits,Exports of goods,70281,gbp-million,current-account
quarter/2014-Q3,IKBB,SA,Credits,Exports of services,60682,gbp-million,current-account
quarter/2014-Q3,IKBH,SA,Credits,Total exports,130963,gbp-million,current-account
quarter/2014-Q3,IJAH,SA,Credits,Primary income Compensation of employees,284,gbp-million,current-account
quarter/2014-Q3,HBOK,SA,Credits,Primary income Investment income,33969,gbp-million,current-account
quarter/2014-Q3,MT5T,SA,Credits,Primary income Other primary income,564,gbp-million,current-account
quarter/2014-Q3,HBOH,SA,Credits,Primary income Total,34817,gbp-million,current-account
quarter/2014-Q3,FHDM,SA,Credits,Secondary income Central government,211,gbp-million,current-account
quarter/2014-Q3,FHIB,SA,Credits,Secondary income Other sectors,3790,gbp-million,current-account
quarter/2014-Q3,IKBN,SA,Credits,Secondary income Total,4001,gbp-million,current-account
quarter/2014-Q3,HBON,SA,Credits,Total credits,169781,gbp-million,current-account
quarter/2014-Q4,BOKG,SA,Credits,Exports of goods,72263,gbp-million,current-account
quarter/2014-Q4,IKBB,SA,Credits,Exports of services,62090,gbp-million,current-account
quarter/2014-Q4,IKBH,SA,Credits,Total exports,134353,gbp-million,current-account
quarter/2014-Q4,IJAH,SA,Credits,Primary income Compensation of employees,257,gbp-million,current-account
quarter/2014-Q4,HBOK,SA,Credits,Primary income Investment income,35312,gbp-million,current-account
quarter/2014-Q4,MT5T,SA,Credits,Primary income Other primary income,562,gbp-million,current-account
quarter/2014-Q4,HBOH,SA,Credits,Primary income Total,36131,gbp-million,current-account
quarter/2014-Q4,FHDM,SA,Credits,Secondary income Central government,192,gbp-million,current-account
quarter/2014-Q4,FHIB,SA,Credits,Secondary income Other sectors,3558,gbp-million,current-account
quarter/2014-Q4,IKBN,SA,Credits,Secondary income Total,3750,gbp-million,current-account
quarter/2014-Q4,HBON,SA,Credits,Total credits,174234,gbp-million,current-account
quarter/2015-Q1,BOKG,SA,Credits,Exports of goods,69616,gbp-million,current-account
quarter/2015-Q1,IKBB,SA,Credits,Exports of services,60785,gbp-million,current-account
quarter/2015-Q1,IKBH,SA,Credits,Total exports,130401,gbp-million,current-account
quarter/2015-Q1,IJAH,SA,Credits,Primary income Compensation of employees,282,gbp-million,current-account
quarter/2015-Q1,HBOK,SA,Credits,Primary income Investment income,36008,gbp-million,current-account
quarter/2015-Q1,MT5T,SA,Credits,Primary income Other primary income,561,gbp-million,current-account
quarter/2015-Q1,HBOH,SA,Credits,Primary income Total,36851,gbp-million,current-account
quarter/2015-Q1,FHDM,SA,Credits,Secondary income Central government,166,gbp-million,current-account
quarter/2015-Q1,FHIB,SA,Credits,Secondary income Other sectors,3880,gbp-million,current-account
quarter/2015-Q1,IKBN,SA,Credits,Secondary income Total,4046,gbp-million,current-account
quarter/2015-Q1,HBON,SA,Credits,Total credits,171298,gbp-million,current-account
quarter/2015-Q2,BOKG,SA,Credits,Exports of goods,72924,gbp-million,current-account
quarter/2015-Q2,IKBB,SA,Credits,Exports of services,61185,gbp-million,current-account
quarter/2015-Q2,IKBH,SA,Credits,Total exports,134109,gbp-million,current-account
quarter/2015-Q2,IJAH,SA,Credits,Primary income Compensation of employees,296,gbp-million,current-account
quarter/2015-Q2,HBOK,SA,Credits,Primary income Investment income,35166,gbp-million,current-account
quarter/2015-Q2,MT5T,SA,Credits,Primary income Other primary income,465,gbp-million,current-account
quarter/2015-Q2,HBOH,SA,Credits,Primary income Total,35927,gbp-million,current-account
quarter/2015-Q2,FHDM,SA,Credits,Secondary income Central government,148,gbp-million,current-account
quarter/2015-Q2,FHIB,SA,Credits,Secondary income Other sectors,3814,gbp-million,current-account
quarter/2015-Q2,IKBN,SA,Credits,Secondary income Total,3962,gbp-million,current-account
quarter/2015-Q2,HBON,SA,Credits,Total credits,173998,gbp-million,current-account
quarter/2015-Q3,BOKG,SA,Credits,Exports of goods,68533,gbp-million,current-account
quarter/2015-Q3,IKBB,SA,Credits,Exports of services,59433,gbp-million,current-account
quarter/2015-Q3,IKBH,SA,Credits,Total exports,127966,gbp-million,current-account
quarter/2015-Q3,IJAH,SA,Credits,Primary income Compensation of employees,494,gbp-million,current-account
quarter/2015-Q3,HBOK,SA,Credits,Primary income Investment income,32436,gbp-million,current-account
quarter/2015-Q3,MT5T,SA,Credits,Primary income Other primary income,465,gbp-million,current-account
quarter/2015-Q3,HBOH,SA,Credits,Primary income Total,33395,gbp-million,current-account
quarter/2015-Q3,FHDM,SA,Credits,Secondary income Central government,183,gbp-million,current-account
quarter/2015-Q3,FHIB,SA,Credits,Secondary income Other sectors,4142,gbp-million,current-account
quarter/2015-Q3,IKBN,SA,Credits,Secondary income Total,4325,gbp-million,current-account
quarter/2015-Q3,HBON,SA,Credits,Total credits,165686,gbp-million,current-account
quarter/2015-Q4,BOKG,SA,Credits,Exports of goods,69322,gbp-million,current-account
quarter/2015-Q4,IKBB,SA,Credits,Exports of services,64285,gbp-million,current-account
quarter/2015-Q4,IKBH,SA,Credits,Total exports,133607,gbp-million,current-account
quarter/2015-Q4,IJAH,SA,Credits,Primary income Compensation of employees,223,gbp-million,current-account
quarter/2015-Q4,HBOK,SA,Credits,Primary income Investment income,28632,gbp-million,current-account
quarter/2015-Q4,MT5T,SA,Credits,Primary income Other primary income,465,gbp-million,current-account
quarter/2015-Q4,HBOH,SA,Credits,Primary income Total,29320,gbp-million,current-account
quarter/2015-Q4,FHDM,SA,Credits,Secondary income Central government,112,gbp-million,current-account
quarter/2015-Q4,FHIB,SA,Credits,Secondary income Other sectors,3896,gbp-million,current-account
quarter/2015-Q4,IKBN,SA,Credits,Secondary income Total,4008,gbp-million,current-account
quarter/2015-Q4,HBON,SA,Credits,Total credits,166935,gbp-million,current-account
quarter/2016-Q1,BOKG,SA,Credits,Exports of goods,69410,gbp-million,current-account
quarter/2016-Q1,IKBB,SA,Credits,Exports of services,64215,gbp-million,current-account
quarter/2016-Q1,IKBH,SA,Credits,Total exports,133625,gbp-million,current-account
quarter/2016-Q1,IJAH,SA,Credits,Primary income Compensation of employees,319,gbp-million,current-account
quarter/2016-Q1,HBOK,SA,Credits,Primary income Investment income,29449,gbp-million,current-account
quarter/2016-Q1,MT5T,SA,Credits,Primary income Other primary income,468,gbp-million,current-account
quarter/2016-Q1,HBOH,SA,Credits,Primary income Total,30236,gbp-million,current-account
quarter/2016-Q1,FHDM,SA,Credits,Secondary income Central government,151,gbp-million,current-account
quarter/2016-Q1,FHIB,SA,Credits,Secondary income Other sectors,3994,gbp-million,current-account
quarter/2016-Q1,IKBN,SA,Credits,Secondary income Total,4145,gbp-million,current-account
quarter/2016-Q1,HBON,SA,Credits,Total credits,168006,gbp-million,current-account
quarter/2016-Q2,BOKG,SA,Credits,Exports of goods,74369,gbp-million,current-account
quarter/2016-Q2,IKBB,SA,Credits,Exports of services,66206,gbp-million,current-account
quarter/2016-Q2,IKBH,SA,Credits,Total exports,140575,gbp-million,current-account
quarter/2016-Q2,IJAH,SA,Credits,Primary income Compensation of employees,366,gbp-million,current-account
quarter/2016-Q2,HBOK,SA,Credits,Primary income Investment income,32955,gbp-million,current-account
quarter/2016-Q2,MT5T,SA,Credits,Primary income Other primary income,655,gbp-million,current-account
quarter/2016-Q2,HBOH,SA,Credits,Primary income Total,33976,gbp-million,current-account
quarter/2016-Q2,FHDM,SA,Credits,Secondary income Central government,186,gbp-million,current-account
quarter/2016-Q2,FHIB,SA,Credits,Secondary income Other sectors,3962,gbp-million,current-account
quarter/2016-Q2,IKBN,SA,Credits,Secondary income Total,4148,gbp-million,current-account
quarter/2016-Q2,HBON,SA,Credits,Total credits,178699,gbp-million,current-account
quarter/2016-Q3,BOKG,SA,Credits,Exports of goods,73600,gbp-million,current-account
quarter/2016-Q3,IKBB,SA,Credits,Exports of services,68743,gbp-million,current-account
quarter/2016-Q3,IKBH,SA,Credits,Total exports,142343,gbp-million,current-account
quarter/2016-Q3,IJAH,SA,Credits,Primary income Compensation of employees,300,gbp-million,current-account
quarter/2016-Q3,HBOK,SA,Credits,Primary income Investment income,35482,gbp-million,current-account
quarter/2016-Q3,MT5T,SA,Credits,Primary income Other primary income,655,gbp-million,current-account
quarter/2016-Q3,HBOH,SA,Credits,Primary income Total,36437,gbp-million,current-account
quarter/2016-Q3,FHDM,SA,Credits,Secondary income Central government,192,gbp-million,current-account
quarter/2016-Q3,FHIB,SA,Credits,Secondary income Other sectors,3995,gbp-million,current-account
quarter/2016-Q3,IKBN,SA,Credits,Secondary income Total,4187,gbp-million,current-account
quarter/2016-Q3,HBON,SA,Credits,Total credits,182967,gbp-million,current-account
quarter/2016-Q4,BOKG,SA,Credits,Exports of goods,80530,gbp-million,current-account
quarter/2016-Q4,IKBB,SA,Credits,Exports of services,72038,gbp-million,current-account
quarter/2016-Q4,IKBH,SA,Credits,Total exports,152568,gbp-million,current-account
quarter/2016-Q4,IJAH,SA,Credits,Primary income Compensation of employees,390,gbp-million,current-account
quarter/2016-Q4,HBOK,SA,Credits,Primary income Investment income,36404,gbp-million,current-account
quarter/2016-Q4,MT5T,SA,Credits,Primary income Other primary income,653,gbp-million,current-account
quarter/2016-Q4,HBOH,SA,Credits,Primary income Total,37447,gbp-million,current-account
quarter/2016-Q4,FHDM,SA,Credits,Secondary income Central government,382,gbp-million,current-account
quarter/2016-Q4,FHIB,SA,Credits,Secondary income Other sectors,4134,gbp-million,current-account
quarter/2016-Q4,IKBN,SA,Credits,Secondary income Total,4516,gbp-million,current-account
quarter/2016-Q4,HBON,SA,Credits,Total credits,194531,gbp-million,current-account
quarter/2017-Q1,BOKG,SA,Credits,Exports of goods,83015,gbp-million,current-account
quarter/2017-Q1,IKBB,SA,Credits,Exports of services,72154,gbp-million,current-account
quarter/2017-Q1,IKBH,SA,Credits,Total exports,155169,gbp-million,current-account
quarter/2017-Q1,IJAH,SA,Credits,Primary income Compensation of employees,377,gbp-million,current-account
quarter/2017-Q1,HBOK,SA,Credits,Primary income Investment income,42682,gbp-million,current-account
quarter/2017-Q1,MT5T,SA,Credits,Primary income Other primary income,655,gbp-million,current-account
quarter/2017-Q1,HBOH,SA,Credits,Primary income Total,43714,gbp-million,current-account
quarter/2017-Q1,FHDM,SA,Credits,Secondary income Central government,206,gbp-million,current-account
quarter/2017-Q1,FHIB,SA,Credits,Secondary income Other sectors,4332,gbp-million,current-account
quarter/2017-Q1,IKBN,SA,Credits,Secondary income Total,4538,gbp-million,current-account
quarter/2017-Q1,HBON,SA,Credits,Total credits,203421,gbp-million,current-account
quarter/2017-Q2,BOKG,SA,Credits,Exports of goods,85152,gbp-million,current-account
quarter/2017-Q2,IKBB,SA,Credits,Exports of services,72758,gbp-million,current-account
quarter/2017-Q2,IKBH,SA,Credits,Total exports,157910,gbp-million,current-account
quarter/2017-Q2,IJAH,SA,Credits,Primary income Compensation of employees,350,gbp-million,current-account
quarter/2017-Q2,HBOK,SA,Credits,Primary income Investment income,44229,gbp-million,current-account
quarter/2017-Q2,MT5T,SA,Credits,Primary income Other primary income,510,gbp-million,current-account
quarter/2017-Q2,HBOH,SA,Credits,Primary income Total,45089,gbp-million,current-account
quarter/2017-Q2,FHDM,SA,Credits,Secondary income Central government,227,gbp-million,current-account
quarter/2017-Q2,FHIB,SA,Credits,Secondary income Other sectors,3895,gbp-million,current-account
quarter/2017-Q2,IKBN,SA,Credits,Secondary income Total,4122,gbp-million,current-account
quarter/2017-Q2,HBON,SA,Credits,Total credits,207121,gbp-million,current-account
quarter/2017-Q3,BOKG,SA,Credits,Exports of goods,84196,gbp-million,current-account
quarter/2017-Q3,IKBB,SA,Credits,Exports of services,74406,gbp-million,current-account
quarter/2017-Q3,IKBH,SA,Credits,Total exports,158602,gbp-million,current-account
quarter/2017-Q3,IJAH,SA,Credits,Primary income Compensation of employees,320,gbp-million,current-account
quarter/2017-Q3,HBOK,SA,Credits,Primary income Investment income,48524,gbp-million,current-account
quarter/2017-Q3,MT5T,SA,Credits,Primary income Other primary income,510,gbp-million,current-account
quarter/2017-Q3,HBOH,SA,Credits,Primary income Total,49354,gbp-million,current-account
quarter/2017-Q3,FHDM,SA,Credits,Secondary income Central government,195,gbp-million,current-account
quarter/2017-Q3,FHIB,SA,Credits,Secondary income Other sectors,4295,gbp-million,current-account
quarter/2017-Q3,IKBN,SA,Credits,Secondary income Total,4490,gbp-million,current-account
quarter/2017-Q3,HBON,SA,Credits,Total credits,212446,gbp-million,current-account
quarter/2017-Q4,BOKG,SA,Credits,Exports of goods,85577,gbp-million,current-account
quarter/2017-Q4,IKBB,SA,Credits,Exports of services,72843,gbp-million,current-account
