TrueSitcNotation,Label,Notation,Parent Notation,Sort Priority
874.3,"Ins & app for meas or checking flow,level,pressure or other variables of liquids or gases (eg flow meters etc)",87430,87400,3915
874.31,"Ins & app (o/t those in hdgs 873.10, 874.10 and 874.60), for meas or checking the flow or level of liquids",87431,87400,3916
874.35,"Ins & app (o/t those in hdgs 873.10, 874.10 and 874.60), for meas or checking pressure of liquids or gases",87435,87400,3917
874.37,Other instruments and apparatus of hdg 874.30,87437,87400,3918
874.39,Parts and accessories for the articles of sub-group 874.30,87439,87400,3919
874.4,"Ins & app for physical or chem analysis, for meas or checking heat, sound, light, viscosity, porosity etc",87440,87400,3920
874.41,Gas or smoke analysis apparatus,87441,87400,3921
874.42,Chromatographs and electrophoresis instruments,87442,87400,3922
874.43,"Spectrometers, spectrophotometers & spectrographs using optical radiations (uv, visible, ir)",87443,87400,3923
874.44,Exposure meters,87444,87400,3924
874.45,"Instruments and apparatus using optical radiations (u.v, visible, ir), nes",87445,87400,3925
874.46,"Instruments and apparatus for physical or chemical analysis, nes",87446,87400,3926
874.49,Microtomes; parts and accessories of the articles of sub-group 874.4,87449,87400,3927
874.5,"Measuring, controlling and scientific instruments, nes",87450,87400,3928
874.51,"Measuring, controlling & scientific balances of a sensitivity of 5 cg or better, with or without weights",87451,87400,3929
874.52,"Ins, app or models, designed for demonstration (eg in education or exhibition), unsuitable for other uses",87452,87400,3930
874.53,"M/c & apl for testing elasticity, compressibility, hardness, strength or other mch properties of materials",87453,87400,3931
874.54,Parts and accessories for the machines and appliances of heading 874.53,87454,87400,3932
874.55,"Hydrometers & similar ins, thermometers,pyrometers barometers, hygrometers, psychrometers, recording or not",87455,87400,3933
874.56,Parts and accessories for the instruments of heading 874.55,87456,87400,3934
874.6,Automatic regulating or controlling instruments and apparatus,87460,87400,3935
874.61,Thermostats,87461,87400,3936
874.63,Pressure regulators and controllers (manostats),87463,87400,3937
874.65,Other regulating or controlling instruments and apparatus,87465,87400,3938
874.69,Parts and accessories for automatic regulating or controlling instruments and apparatus,87469,87400,3939
874.7,"Oscilloscopes, analysers & other ins for checking or meas electrical qtys; radiation meas or detecting ins",87470,87400,3940
874.71,Instruments and apparatus for measuring or detecting ionizing radiations,87471,87400,3941
874.73,Cathode-ray oscilloscopes and cathode-ray oscillographs,87473,87400,3942
874.75,"Other ins & app, for measuring or checking power, voltage, current or resistance, without a recording device",87475,87400,3943
874.77,"Other ins & app, specially designed for telecom- unications (eg cross-talk meters, gain measuring ins, etc)",87477,87400,3944
874.78,"Instruments and apparatus for measuring or checking electrical quantities, nes",87478,87400,3945
874.79,Parts and accessories for the instruments and apparatus of sub-group 874.7,87479,87400,3946
874.9,"Parts and accessories for machines, appliances, instruments and apparatus, nes",87490,87400,3947
881,"Photographic apparatus and equipment, nes",88100,88,3948
881.1,Photographic (o/t cinematographic) cameras; flash app & flashbulbs (o/t hdg 778.20); parts & acc thereof,88110,88100,3949
881.11,Photographic (other than cinematographic) cameras,88111,88100,3950
881.12,"Flashbulbs, flashcubes and the like",88112,88100,3951
881.13,Photographic flashlight apparatus and flashbulbs (other than the discharge lamps of heading 778.20),88113,88100,3952
881.14,Parts and accessories for the photographic cameras of heading 881.11,88114,88100,3953
881.15,Parts and accessories  for photographic flashlight apparatus,88115,88100,3954
881.2,"Cinematographic cameras & projectors, whether or not incorp sound rec or repro app; parts & acc thereof",88120,88100,3955
881.21,Cinematographic cameras,88121,88100,3956
881.22,Cinematographic projectors,88122,88100,3957
881.23,Parts and accessories for the cinematographic cameras of heading 881.21,88123,88100,3958
881.24,Parts and accessories for cinematographic projectors,88124,88100,3959
881.3,"Photographic and cinematographic apparatus and equipment, nes",88130,88100,3960
881.31,"Microfilm, microfiche or other microform readers, whether or not capable of producing copies",88131,88100,3961
881.32,"Image projectors, nes",88132,88100,3962
881.33,Photographic (other than cinematographic) enlargers and reducers,88133,88100,3963
881.34,Parts and accessories for the equipment of headings 881.31 through 881.33,88134,88100,3964
881.35,"App & eqp for photographic (inc cinematographic) laboratories, nes; negatoscopes; projection screens",88135,88100,3965
881.36,Parts and accessories for the apparatus and equipment of heading 881.35,88136,88100,3966
882,Photographic and cinematographic supplies,88200,88,3967
882.1,Chemical preparations for photographic uses; unmixed products for photographic uses,88210,88200,3968
882.2,"Photographic plates & film in the flat, sensitised unexp (o/t of paper,fabric); instant print film in the flat",88220,88200,3969
882.3,"Photographic film in rolls, sensitised, unexposed (o/t of paper or fabric); instant print film in rolls",88230,88200,3970
882.4,"Photographic paper, paperboard and textiles, sensitised, unexposed",88240,88200,3971
882.5,"Photographic plates, film, paper, paperboard and textiles, exposed but not developed",88250,88200,3972
882.6,"Photographic plates and film, exposed and developed,other than cinematographic film",88260,88200,3973
883,Cinematographic film exposed and developed whether or not incorp sound track or consisting only of sound track,88300,88,3974
883.1,"Cinematograph film, of a width of 35mm or more, exposed & dev, with or w/o, or solely cst of, sound track",88310,88300,3975
883.9,"Cinematograph film, of a width l/t 35mm, exposed & developed, with or w/o, or solely cst of, sound track",88390,88300,3976
884,"Optical goods, nes",88400,88,3977
884.1,"Optical fibres, fibre bundles & cables nes; sheets & plates of polarising mat; unmounted optical elements",88410,88400,3978
884.11,Contact lenses,88411,88400,3979
884.15,Spectacle lenses of glass,88415,88400,3980
884.17,Spectacles lenses of materials other than glass,88417,88400,3981
884.19,"Optical fibres, fibre bundles & cables nes; sheets & plates of polarising mat; unmounted optical elements nes",88419,88400,3982
884.2,Spectacles and spectacle frames,88420,88400,3983
884.21,"Frames and mountings for spectacles, goggles or the like",88421,88400,3984
884.22,"Parts for frames and mountings of spectacles, goggles and the like",88422,88400,3985
884.23,"Spectacles, goggles and the like, corrective, protective or other",88423,88400,3986
884.3,"Lenses, prisms, mirrors & other optical elements, unmounted, being parts or fittings for instruments or app",88430,88400,3987
884.31,"Objective lenses for cameras, projectors or photographic enlargers     or reducers",88431,88400,3988
884.32,Other mounted objective lenses,88432,88400,3989
884.33,Mounted optical filters,88433,88400,3990
884.39,"Mounted optical elements, nes",88439,88400,3991
885,Watches and clocks,88500,88,3992
885.3,"Wrist, pocket & other watches (inc stop watches), case wholly or partly of prec metal or clad with prec metal",88530,88500,3993
885.31,"Wrist watches of heading 885.30, accumulator or battery powered, with or without a stop watch facility",88531,88500,3994
885.32,"Other wrist watches of heading 885.30, with or without a stop watch facility",88532,88500,3995
885.39,"Pocket and other watches (not wrist watches) of heading 885.30, with or without a stop watch facility",88539,88500,3996
885.4,"Wrist watches, pocket watches and other watches (including stop watches), other than those of hdg 885.30",88540,88500,3997
885.41,"Wrist watches, battery or accumulator powered, with or w/o a stop watch facility, o/t those in hdg 885.30",88541,88500,3998
885.42,"Wrist watches, not battery or accumulator powered, with or w/o a stop watch facility, o/t those of hdg 885.30",88542,88500,3999
885.49,"Pocket and other watches (not wrist watches), with or without a stop watch facility, o/t those of hdg 885.30",88549,88500,4000
885.5,"Watch movements, complete and assembled",88550,88500,4001
885.51,"Watch movements, battery or accumulator powered, complete and assembled",88551,88500,4002
885.52,"Watch movements, neither battery nor accumulator powered, complete and assembled",88552,88500,4003
885.7,Clocks,88570,88500,4004
885.71,"Instrument panel clocks and clocks of a similar type, for vehicles, aircraft, spacecraft or vessels",88571,88500,4005
885.72,"Clocks with watch movements (excluding clocks of heading 885.71), battery or accumulator powered",88572,88500,4006
885.73,"Clocks with watch movements (excluding clocks of heading 885.71), not battery or accumulator powered",88573,88500,4007
885.74,"Alarm clocks, battery, accumulator or mains powered",88574,88500,4008
885.75,"Alarm clocks, not battery, accumulator or mains powered",88575,88500,4009
885.76,"Wall clocks, battery, accumulator or mains powered",88576,88500,4010
885.77,"Wall clocks, not battery, accumulator or mains powered",88577,88500,4011
885.78,"Clocks, battery, accumulator or mains powered, nes",88578,88500,4012
885.79,"Clocks, nes",88579,88500,4013
885.9,"Time measuring equipment and accessories, nes; parts and accessories for clocks and watches",88590,88500,4014
885.91,Watch cases and parts of watch cases,88591,88500,4015
885.92,"Watch straps, watch bands and watch bracelets, and parts thereof, of metal",88592,88500,4016
885.93,"Watch straps, watch bands and watch bracelets and parts thereof, of material other than metal",88593,88500,4017
885.94,"Time of day recording apparatus and apparatus for measuring, recording or o/w indicating intervals of time",88594,88500,4018
885.95,Time switches with clock or watch movement or with synchronous motor,88595,88500,4019
885.96,"Clock movements, complete and assembled",88596,88500,4020
885.97,"Clock cases and cases of a similar type for other goods of group 885, and parts thereof",88597,88500,4021
885.98,"Complete watch/clock movements, unassembled or part assembled; incomplete watch/clock movements, assembled",88598,88500,4022
885.99,"Clock or watch parts, nes",88599,88500,4023
891,Arms and ammunition,89100,89,4024
891.1,Armoured fighting vehicles and arms of war,89110,89100,4025
891.11,Tanks &other armoured fighting vecicles motorised wether or not fitted weapons & parts of such vehicles,89111,89100,4026
891.12,Military weapons not revolvers pistols&the arms of 891.13,89112,89100,4027
891.13,Side-arms & parts & scabbards & sheaths thereof,89113,89100,4028
891.14,Revolvers & pistols not those of heading 891.31,89114,89100,4029
891.2,"Cartridges & other ammunition & projectiles & parts thereof (inc shot & wads), for non-military purposes",89120,89100,4030
891.21,Cartridges for riveting or similar tools or for captive-bolt humane killers and parts thereof,89121,89100,4031
891.22,Cartridges for shotguns,89122,89100,4032
891.23,Air gun pellets and parts of cartridges for shotguns,89123,89100,4033
891.24,Cartridges and parts thereof,89124,89100,4034
891.29,Munitions of war and parts therof nes,89129,89100,4035
891.3,Non-military arms,89130,89100,4036
891.31,Non-military firearms & similar devices which operate by the firing of an explosive charge,89131,89100,4037
891.39,"Non-military arms (eg spring, air or gas guns and pistols, truncheons) excluding those of heading 891.13",89139,89100,4038
891.9,Parts accessori' articles hdgs 891.12 891.14 891.3,89190,89100,4039
891.91,Parts and accessories of revolvers and pistols,89191,89100,4040
891.93,Shotgun barrels of shotguns of heading 891.31,89193,89100,4041
891.95,Parts of shotguns (other than shotgun barrels) and rifles of heading 891.31,89195,89100,4042
891.99,Parts & accessories of the articles of hdg 891.12 891.39,89199,89100,4043
892,Printed matter,89200,89,4044
892.1,"Books, pamphlets, maps and globes, printed (not including advertising material)",89210,89200,4045
892.12,"Children's picture, drawing or colouring books",89212,89200,4046
892.13,Printed maps and charts in book form,89213,89200,4047
892.14,"Maps & hydrographic or similar charts of all kinds (inc globes), printed, not in book form",89214,89200,4048
892.15,"Ptd books, brochures, leaflets & sim ptd matter in single sheets, folded or not (not inc advertising material)",89215,89200,4049
892.16,"Dictionaries & encyclopaedias, and serial instalments thereof,  not in single sheets",89216,89200,4050
892.19,"Other books, brochures and similar printed matter, not in single sheet (not including advertising material)",89219,89200,4051
892.2,"Newspapers, journals and periodicals, whether or not illustrated or containing advertising material",89220,89200,4052
892.21,"Newspapers, journals and periodicals, appearing at least four times a week",89221,89200,4053
